age,annual_income,employment_years,loan_amount,total_debt,credit_history_years,previous_defaults,employment_type,loan_purpose,payment_history,creditworthy
35,39636.0,2.0,57243.0,29901,15,0,Business,Personal,Good,0
57,99889.0,19.0,5866.0,82159,15,0,Self-employed,Home,Excellent,1
41,71551.0,1.0,34245.0,68914,13,0,Salaried,Vehicle,Average,0
34,64819.0,8.0,46724.0,51357,6,1,Self-employed,Education,Good,0
22,91770.0,4.0,7818.0,87908,4,0,Salaried,Personal,Average,0
31,96714.0,13.0,53374.0,39437,10,0,Salaried,Personal,Average,1
59,42596.0,17.0,50861.0,36503,23,0,Business,Vehicle,Excellent,0
58,82106.0,25.0,53944.0,76403,0,1,Business,Business,Excellent,0
54,77182.0,10.0,32116.0,42258,10,0,Salaried,Personal,Average,0
58,105163.0,24.0,17493.0,34724,22,0,Contract,Personal,Good,1
54,57310.0,22.0,30038.0,65286,20,0,Salaried,Business,Excellent,1
38,74088.0,15.0,22447.0,75842,3,1,Business,Personal,Good,0
50,146803.0,21.0,32431.0,15908,6,0,Salaried,Education,Good,1
35,54914.0,16.0,19908.0,51626,17,0,Business,Home,Excellent,1
47,128350.0,4.0,31336.0,38228,14,2,Contract,Vehicle,Good,0
54,63379.0,11.0,42992.0,24386,17,1,Salaried,Education,Excellent,1
58,64413.0,10.0,57350.0,47754,11,2,Contract,Personal,Good,0
53,25151.0,29.0,6025.0,29302,16,0,Business,Personal,Average,1
44,75716.0,14.0,53718.0,61815,0,0,Business,Home,Poor,0
35,111747.0,17.0,53955.0,85748,10,1,Salaried,Personal,Good,1
50,139999.0,2.0,22093.0,64344,0,0,Business,Home,Excellent,1
62,132793.0,0.0,8155.0,36618,14,1,Business,Personal,Poor,0
37,126177.0,19.0,48607.0,77234,19,0,Salaried,Personal,Good,1
25,30289.0,7.0,35487.0,62114,7,0,Contract,Personal,Excellent,0
49,104365.0,15.0,49658.0,71130,6,0,Salaried,Vehicle,Poor,0
24,132014.0,1.0,57668.0,26525,1,0,Salaried,Vehicle,Average,1
30,90588.0,1.0,22963.0,80818,9,0,Self-employed,Vehicle,Average,0
37,81646.0,2.0,52124.0,15334,19,0,Self-employed,Home,Average,0
30,21654.0,7.0,54870.0,63767,3,2,Self-employed,Home,Excellent,0
37,36743.0,19.0,58547.0,7644,11,0,Salaried,Personal,Excellent,0
40,66368.0,22.0,55554.0,33933,18,0,Contract,Business,Average,0
44,137735.0,14.0,22936.0,44469,25,1,Salaried,Vehicle,Excellent,1
25,137891.0,6.0,53359.0,34687,7,0,Salaried,Vehicle,Good,1
54,125971.0,5.0,6426.0,53656,7,0,Salaried,Education,Average,0
26,30149.0,8.0,25303.0,18375,8,1,Self-employed,Personal,Average,0
22,118102.0,4.0,47280.0,66206,4,0,Contract,Personal,Good,0
33,77189.0,15.0,29606.0,37607,10,1,Self-employed,Home,Average,0
63,89031.0,0.0,49832.0,84178,12,1,Business,Home,Average,0
63,60668.0,7.0,30151.0,24993,2,2,Salaried,Business,Average,0
31,106204.0,13.0,15767.0,45386,11,0,Self-employed,Education,Excellent,1
43,55384.0,22.0,13308.0,47287,2,0,Salaried,Education,Good,0
36,99929.0,18.0,46245.0,87724,9,0,Salaried,Home,Good,1
51,145959.0,2.0,59987.0,77312,16,0,Salaried,Business,Excellent,1
31,94153.0,3.0,47671.0,76324,13,1,Self-employed,Personal,Good,0
36,93388.0,18.0,26770.0,72196,1,0,Self-employed,Personal,Excellent,1
28,49401.0,10.0,30572.0,71014,10,0,Business,Business,Good,0
24,137503.0,6.0,43448.0,9210,6,1,Salaried,Education,Poor,0
60,145834.0,5.0,4204.0,11922,1,0,Salaried,Personal,Excellent,1
24,52084.0,6.0,29233.0,37289,6,0,Self-employed,Home,Average,0
45,,27.0,23729.0,34340,19,0,Salaried,Home,Average,1
23,123111.0,5.0,33131.0,40850,5,1,Business,Vehicle,Excellent,0
52,54041.0,2.0,54428.0,57984,24,0,Self-employed,Vehicle,Poor,0
23,106920.0,5.0,35870.0,85178,5,1,Salaried,Education,Good,0
47,83681.0,20.0,40011.0,12094,9,0,Contract,Education,Good,1
49,99571.0,20.0,,88959,7,1,Self-employed,Personal,Average,0
52,145556.0,13.0,51067.0,34418,0,1,Salaried,Home,Good,1
39,44160.0,19.0,43475.0,6741,12,0,Self-employed,Education,Average,1
41,35633.0,13.0,48681.0,73374,23,0,Salaried,Home,Excellent,0
25,35014.0,,23607.0,69798,7,0,Business,Education,Average,0
38,98532.0,11.0,26968.0,71532,20,1,Business,Vehicle,Good,0
48,67104.0,16.0,35398.0,23164,9,0,Contract,Education,Good,0
62,95231.0,6.0,13908.0,36595,14,0,Self-employed,Home,Excellent,1
42,86388.0,8.0,28423.0,31257,4,0,Salaried,Personal,Average,1
41,34014.0,2.0,45615.0,15211,21,0,Business,Vehicle,Average,0
26,110578.0,8.0,11171.0,6232,8,0,Salaried,Education,Good,1
21,58390.0,3.0,14721.0,68753,3,0,Self-employed,Home,Good,0
25,41711.0,7.0,57835.0,53691,7,0,Self-employed,Education,Good,0
61,109658.0,17.0,51429.0,80768,24,1,Salaried,Vehicle,Average,1
32,75993.0,14.0,18616.0,26613,14,0,Salaried,Personal,Good,1
46,25421.0,0.0,44512.0,15026,17,0,Business,Vehicle,Average,0
54,35727.0,5.0,40458.0,54535,10,2,Business,Business,Average,0
34,130418.0,16.0,48169.0,31908,8,1,Salaried,Vehicle,Good,1
46,22358.0,26.0,9659.0,53113,15,2,Salaried,Personal,Excellent,0
65,83108.0,22.0,45369.0,20610,1,0,Salaried,Personal,Good,1
47,112018.0,26.0,13704.0,47646,25,0,Business,Home,Average,1
29,142457.0,11.0,34793.0,64185,11,0,Salaried,Business,Excellent,1
46,49910.0,1.0,50152.0,73567,1,1,Business,Personal,Good,0
42,144888.0,23.0,48473.0,48574,11,0,Salaried,Home,Average,1
50,73754.0,13.0,33226.0,37182,7,0,Self-employed,Personal,,0
63,127847.0,5.0,25852.0,1570,8,0,Salaried,Education,Good,1
37,56467.0,13.0,34082.0,20288,11,0,Business,Personal,Excellent,1
46,51893.0,3.0,24794.0,79824,25,0,Salaried,Personal,Excellent,1
56,94329.0,20.0,43420.0,30877,8,0,Self-employed,Personal,Average,1
21,49007.0,3.0,54916.0,85425,3,0,Salaried,Vehicle,Excellent,0
28,72253.0,10.0,57751.0,1917,10,0,Business,Education,Good,1
55,30323.0,2.0,15379.0,76602,1,2,Business,Personal,Average,0
35,129335.0,,56254.0,65575,15,1,Salaried,Personal,Good,0
42,130356.0,24.0,9006.0,73518,19,2,Business,Personal,Poor,0
34,,16.0,54635.0,40104,6,1,Self-employed,Vehicle,Poor,1
46,34456.0,13.0,53146.0,19062,1,0,Salaried,Personal,Good,0
48,49367.0,26.0,10682.0,17999,0,0,Salaried,Personal,Excellent,1
43,,19.0,35840.0,62845,18,0,Salaried,Home,Average,1
34,86008.0,16.0,34430.0,10941,3,0,Business,Business,Good,1
44,143926.0,24.0,25091.0,62169,23,0,Business,Personal,Excellent,1
22,133395.0,4.0,34983.0,24470,4,0,,Vehicle,Average,1
65,134492.0,23.0,25989.0,60821,1,0,Self-employed,Home,Excellent,1
46,90240.0,13.0,11915.0,87669,24,0,Business,Home,Average,1
34,,16.0,44552.0,45435,13,0,Contract,Personal,Excellent,1
27,28756.0,5.0,20990.0,5529,1,0,Self-employed,Vehicle,Excellent,0
23,54378.0,5.0,26734.0,84055,5,1,Contract,Personal,Excellent,0
43,143703.0,21.0,16824.0,13192,11,0,Self-employed,Business,Poor,1
63,74549.0,15.0,55933.0,75102,4,0,Salaried,Personal,Average,0
65,91794.0,24.0,38081.0,73762,19,0,Business,Personal,Average,1
38,63113.0,,13033.0,87795,6,0,Salaried,Home,Good,0
58,92069.0,13.0,44736.0,35087,23,0,Salaried,Vehicle,Good,1
55,143541.0,18.0,,67677,20,0,Salaried,Education,Excellent,1
35,27686.0,2.0,58915.0,5627,9,0,Business,Business,Good,0
45,71363.0,9.0,7939.0,57541,13,0,Business,Business,Good,1
57,115543.0,18.0,49464.0,69226,13,2,Salaried,Business,Good,1
48,149733.0,8.0,49562.0,4255,4,2,Salaried,Personal,Good,0
30,113673.0,12.0,37063.0,58433,12,0,Salaried,Personal,Poor,1
59,60828.0,19.0,56837.0,6213,23,0,Self-employed,Vehicle,Excellent,1
37,66604.0,12.0,36464.0,20404,13,1,Salaried,Home,Poor,0
59,28526.0,6.0,13185.0,26380,1,0,Business,Personal,Excellent,0
42,86910.0,13.0,29045.0,20173,24,0,Salaried,Home,Good,1
46,43592.0,28.0,53098.0,54027,11,0,Salaried,Personal,Good,0
64,46982.0,8.0,46769.0,24989,21,2,Salaried,Home,Good,0
45,18207.0,26.0,49118.0,25519,23,0,Salaried,Home,Good,0
37,106733.0,19.0,21167.0,23439,5,0,Contract,Education,Good,1
33,142982.0,15.0,38412.0,77949,3,1,Salaried,Personal,Good,0
40,86619.0,22.0,23625.0,15995,12,0,Salaried,Personal,Average,1
45,64479.0,27.0,41188.0,24559,3,0,Salaried,Home,Average,0
24,99437.0,6.0,29076.0,6021,6,2,Salaried,Personal,Average,0
30,116540.0,12.0,58709.0,22119,12,0,Salaried,Home,Excellent,1
23,90982.0,5.0,46605.0,52539,5,0,Salaried,Personal,Good,0
61,120747.0,13.0,21029.0,40350,3,0,Self-employed,Personal,Good,1
65,,23.0,24973.0,47223,23,0,Self-employed,Personal,Good,1
38,47301.0,5.0,41121.0,26517,20,0,Salaried,Vehicle,Good,1
56,36752.0,20.0,33433.0,79653,0,0,Salaried,Education,Good,0
42,116452.0,24.0,45309.0,23250,12,0,Contract,Vehicle,Excellent,1
54,139237.0,3.0,3932.0,85486,3,1,Salaried,Personal,Excellent,1
28,74273.0,7.0,46254.0,83895,10,0,Salaried,Personal,Excellent,0
60,109878.0,16.0,3757.0,67798,17,0,Salaried,Personal,Average,1
64,22895.0,29.0,32722.0,55199,5,0,Salaried,Home,Average,0
39,137968.0,8.0,39853.0,60546,2,1,Business,Personal,Poor,0
62,133700.0,0.0,40405.0,89151,22,0,Salaried,Personal,Average,1
61,94559.0,23.0,3116.0,4327,12,0,,Education,Excellent,1
57,28699.0,19.0,45527.0,30768,15,0,Salaried,Home,Average,0
26,27715.0,8.0,13691.0,65418,4,0,Salaried,Home,Average,0
46,37169.0,13.0,2492.0,43788,3,0,Business,Business,Good,0
54,136413.0,10.0,29882.0,83384,20,1,Salaried,Vehicle,Good,1
65,137264.0,20.0,10811.0,47830,7,0,Self-employed,Home,Poor,1
26,23782.0,2.0,29808.0,53446,8,0,Salaried,Education,Good,0
57,142481.0,8.0,26272.0,16160,13,0,Business,Personal,Poor,1
53,53585.0,26.0,30399.0,57583,6,1,Salaried,Vehicle,Excellent,0
42,48682.0,13.0,8474.0,34998,13,0,Business,Home,Excellent,1
41,147992.0,23.0,28956.0,28230,5,0,Salaried,Education,Good,1
26,102416.0,8.0,49153.0,10076,8,0,Business,Business,Good,1
26,145810.0,3.0,44506.0,70341,8,0,Salaried,Home,Average,1
24,56067.0,6.0,56110.0,32085,6,0,Business,Home,Poor,0
50,36073.0,3.0,15979.0,56571,12,0,Salaried,Business,Good,0
31,54035.0,13.0,46523.0,15715,13,0,Contract,Personal,Excellent,1
50,108373.0,7.0,44565.0,6750,13,0,Salaried,Education,Average,1
51,101362.0,1.0,30328.0,79768,6,0,Salaried,Home,Good,1
44,108517.0,8.0,49375.0,36903,13,0,Salaried,Home,Excellent,1
29,83450.0,11.0,14867.0,73489,11,0,Salaried,Education,Good,1
23,28382.0,5.0,27851.0,33093,5,1,Salaried,Business,Average,0
51,79929.0,21.0,33279.0,88954,16,2,Contract,Personal,Average,0
60,116864.0,8.0,53895.0,35314,8,2,Contract,Vehicle,Good,0
57,43169.0,23.0,32527.0,49225,21,1,Salaried,Business,Good,1
56,105468.0,30.0,9866.0,88985,14,0,Contract,Personal,Poor,0
44,52594.0,26.0,17449.0,84014,11,1,Self-employed,Home,Average,0
51,63033.0,22.0,12685.0,36179,1,0,Salaried,Personal,Good,1
26,81133.0,8.0,25544.0,26338,4,0,Business,Business,Good,0
22,91861.0,4.0,7451.0,70681,4,0,Self-employed,Vehicle,Average,0
40,49750.0,22.0,23642.0,33101,19,0,Contract,Home,Excellent,1
48,58461.0,,43316.0,3775,22,1,Salaried,Vehicle,Excellent,1
31,96222.0,13.0,41954.0,46619,7,0,Self-employed,Personal,Good,0
24,130020.0,6.0,40870.0,46838,6,0,Salaried,Business,Good,1
35,42226.0,11.0,33030.0,20539,14,2,Salaried,Home,Good,0
26,24721.0,2.0,32873.0,58124,8,0,Salaried,Personal,Excellent,0
50,38609.0,10.0,2619.0,66149,0,0,Contract,Vehicle,Average,0
58,,13.0,35650.0,27616,20,2,Business,Personal,Good,0
22,122211.0,4.0,27372.0,80655,2,0,Business,Personal,Excellent,1
35,142865.0,17.0,5642.0,55567,16,0,Self-employed,Home,Excellent,1
31,92520.0,13.0,30001.0,38099,13,0,Salaried,Education,Poor,0
28,82309.0,10.0,36064.0,76831,10,0,Salaried,Education,Average,0
46,47984.0,4.0,31290.0,62799,21,1,Salaried,Business,Excellent,0
65,136947.0,15.0,16122.0,26479,22,0,Salaried,Education,Average,1
64,23901.0,19.0,26820.0,47172,7,0,Business,Personal,Good,0
25,49055.0,4.0,4895.0,56863,7,0,Self-employed,Personal,Poor,0
26,132099.0,2.0,57745.0,43043,8,0,Salaried,Home,Good,1
46,29138.0,11.0,52081.0,83569,2,2,Salaried,Personal,Average,0
24,41429.0,0.0,7366.0,16408,4,0,Salaried,Vehicle,Excellent,1
39,68200.0,20.0,10711.0,58980,8,0,Salaried,Vehicle,Good,1
40,119268.0,22.0,21596.0,83956,5,0,Contract,Personal,Poor,0
53,35347.0,8.0,20793.0,17351,24,0,Self-employed,Personal,Good,1
40,49822.0,22.0,10199.0,5131,21,2,Business,Home,Good,1
32,58108.0,8.0,12717.0,45825,1,0,Salaried,Business,Excellent,1
21,146955.0,3.0,38191.0,12349,3,0,Salaried,Home,Average,1
46,25967.0,2.0,12211.0,61931,4,0,Salaried,Vehicle,Good,0
34,128719.0,16.0,47550.0,45254,16,1,Business,Education,Good,1
58,29871.0,1.0,25360.0,39225,7,0,Business,Business,Poor,0
57,46179.0,23.0,58746.0,13453,22,1,Salaried,Vehicle,Excellent,1
31,73099.0,0.0,23542.0,19814,0,0,Self-employed,Vehicle,Good,0
56,53262.0,7.0,33312.0,19263,19,1,Salaried,Home,Poor,0
33,96213.0,12.0,,78694,11,0,Self-employed,Personal,Good,1
63,135407.0,22.0,38435.0,16735,22,0,Contract,Personal,Good,1
23,104269.0,5.0,30247.0,16830,5,0,Self-employed,Vehicle,Good,1
53,78545.0,7.0,24357.0,48893,6,0,Self-employed,Home,Average,0
26,57922.0,8.0,57388.0,45673,8,2,Salaried,Business,Excellent,0
30,60913.0,12.0,43045.0,46066,12,1,Salaried,Business,Poor,0
25,115033.0,7.0,29691.0,4373,7,0,Salaried,Education,Average,1
43,122792.0,13.0,14424.0,11335,10,0,Salaried,Vehicle,Excellent,1
30,137863.0,12.0,20852.0,24741,12,0,Business,Personal,Average,1
64,62936.0,14.0,24601.0,11692,25,1,Business,Personal,Good,1
22,46141.0,4.0,54771.0,48295,4,0,Salaried,Education,Good,0
33,115359.0,15.0,20020.0,46541,2,0,Business,Personal,Average,0
60,141279.0,25.0,10155.0,35057,19,0,Salaried,Vehicle,Poor,1
22,59568.0,4.0,5583.0,67983,4,0,,Personal,Excellent,1
40,115539.0,22.0,17515.0,20583,2,0,Salaried,Personal,Good,1
21,64851.0,3.0,38777.0,23765,0,0,Salaried,Vehicle,Good,0
57,72823.0,7.0,21710.0,60287,25,0,Salaried,Vehicle,,1
29,41312.0,11.0,45178.0,24906,11,3,Salaried,Home,Good,0
37,116723.0,18.0,26532.0,86103,14,0,Salaried,Vehicle,Excellent,1
29,30411.0,5.0,20601.0,80675,0,0,Contract,Personal,Average,0
31,75009.0,13.0,6967.0,47525,13,0,Salaried,Education,Good,1
35,50371.0,17.0,20753.0,39230,1,1,Salaried,Education,Excellent,0
44,75022.0,26.0,22022.0,20520,19,0,Salaried,Personal,Average,1
58,89229.0,18.0,45463.0,86238,5,0,Self-employed,Business,Average,0
55,117071.0,3.0,11135.0,52934,7,0,Salaried,Education,Good,0
50,114774.0,22.0,7722.0,26566,15,0,Business,Vehicle,Good,1
51,44715.0,6.0,,74193,18,0,Self-employed,Home,Good,0
25,45605.0,7.0,29236.0,31134,0,1,Self-employed,Personal,Good,0
64,117853.0,27.0,17514.0,11345,2,1,Self-employed,Business,Excellent,1
34,49174.0,3.0,45896.0,42185,2,0,Salaried,Vehicle,Average,0
31,94373.0,13.0,39212.0,71744,4,0,Salaried,Home,Excellent,1
29,87252.0,11.0,42386.0,34455,11,2,Salaried,Personal,Excellent,0
54,88017.0,12.0,22331.0,29018,11,0,Self-employed,Education,Excellent,1
32,81037.0,2.0,20060.0,55219,14,1,Salaried,Personal,Excellent,0
55,107818.0,21.0,3196.0,46991,12,0,Salaried,Vehicle,Excellent,1
55,24548.0,11.0,14297.0,74616,19,2,Contract,Vehicle,Poor,0
21,134981.0,1.0,4787.0,88438,3,1,Salaried,Education,Good,0
60,42022.0,23.0,25816.0,10486,6,2,Business,Business,Excellent,0
42,124297.0,1.0,42695.0,39862,3,0,Business,Personal,Excellent,1
49,78428.0,,21702.0,59870,18,0,Salaried,Education,Poor,0
28,77353.0,10.0,27242.0,87694,10,2,Salaried,Personal,Good,0
31,131132.0,8.0,57841.0,44856,13,0,Salaried,Personal,Good,1
61,34052.0,0.0,4176.0,87055,5,0,Self-employed,Personal,Average,0
57,118689.0,7.0,22127.0,32379,12,1,Self-employed,Personal,Good,0
34,149743.0,16.0,43560.0,65729,10,1,Business,Personal,Good,1
50,18163.0,5.0,29228.0,29378,12,2,Contract,Home,Excellent,0
55,59424.0,5.0,55574.0,55353,12,0,Self-employed,Vehicle,Good,0
41,40420.0,21.0,22208.0,50996,23,1,Salaried,Personal,Good,0
57,138575.0,24.0,30482.0,15031,21,1,Salaried,Home,Average,1
25,47300.0,7.0,11171.0,81072,7,0,Business,Vehicle,Good,0
39,107881.0,16.0,37219.0,66982,14,0,Salaried,Business,Good,1
29,103708.0,8.0,37548.0,30345,11,0,,Vehicle,Good,1
54,118494.0,23.0,14828.0,67629,6,2,Self-employed,Education,Good,0
28,111680.0,2.0,21643.0,26183,9,1,Salaried,Education,Good,1
36,27847.0,2.0,24161.0,42003,14,1,Self-employed,Personal,Excellent,0
62,146322.0,4.0,23826.0,86947,12,0,Salaried,Vehicle,Good,1
29,138030.0,5.0,22808.0,85811,11,0,Self-employed,Home,Good,1
21,51142.0,3.0,46760.0,80930,3,0,Salaried,Vehicle,Average,0
31,122101.0,13.0,37323.0,79581,13,0,Salaried,Vehicle,Excellent,1
